gene_primary	accession	protein_name	mw_kda	mw_window_count	mw_gaussian_ambiguity	mw_identity_entropy_bits	mw_effective_candidate_number	mw_nearest_neighbor_gap_kda	mw_auditability_score_0_100
Dmel\CG15142	Q9VJC8	Uncharacterized protein	22.51423408000001	821	486.3153115079946	9.704809239166952	834.5237159080295	0.0024561999999903605	0.3908228993269147
Dmel\CG34269	A8JNH5	Uncharacterized protein	22.81723548	820	480.4031115082321	9.704802717019053	834.5199431947091	0.003200200000012643	0.39806036042556725
Ubc4	P52486	Ubiquitin-conjugating enzyme E2-22 kDa	22.50977528	819	486.4313108703965	9.704752737664544	834.4910333804705	0.003889199999989046	0.4052978215242087
Dmel\CG14720	Q9VGJ1	Uncharacterized protein	22.820435680000013	820	480.3626090408687	9.704740204288703	834.4837837926995	0.0008156999999968662	0.4125352826228612
Dmel\CG12811	Q9VH37	DUF4789 domain-containing protein	22.82125138000001	820	480.351866495375	9.704711470436651	834.4671637211509	0.0008156999999968662	0.41977274372150264
CheB42a	A1Z6S3	Chemosensory protein B 42a	22.50588608000001	819	486.5334351630717	9.704710763998476	834.4667551113616	0.003889199999989046	0.42701020482014407
Dmel\CG32024	Q8IQB0	Chitin-binding type-2 domain-containing protein	22.50142668	818	486.6511731444502	9.704660109219857	834.437456482417	0.004459400000008884	0.4342476659187966
Dmel\CG11333	Q9V9X3	Isochorismatase-like domain-containing protein	22.825847280000023	818	480.2960711203972	9.704652744785651	834.4331969931362	0.004595900000012421	0.44148512701743803
Dmel\CG14810	A0ACM8PYL4	Uncharacterized protein	22.831822279999987	819	480.22464868600974	9.704562350857898	834.3809161374982	0.00597499999996387	0.44872258811609056
Pef	A1Z8A2	Peflin	22.490983780000025	816	486.92893755500774	9.70451598468866	834.3541007510138	0.002752100000019908	0.455960049214732
mat1	Q9VDC8	ATP synthase subunit C lysine N-methyltransferase	22.488231680000005	816	487.00246186892423	9.70446833575755	834.3265443905756	0.002752100000019908	0.4631975103133845
Jwa	Q9VJ59	PRA1 family protein	22.83883708000002	821	480.1426848110141	9.704442968716764	834.3118744784921	0.00481810000000138	0.47043497141202595
Nnf1a	A1ZBV9	Nnf1a	22.484630180000018	813	487.0991891586566	9.704407695848719	834.2914763956871	0.0030315000000094017	0.4776724325106785
Prosbeta4	Q9VJJ0	Proteasome subunit beta	22.48159868000001	812	487.1809220459829	9.704354816718233	834.260897653749	0.0030315000000094017	0.4849098936093199
Dmel\CG30075	A1Z9Q7	Uncharacterized protein	22.84365518000002	823	480.0873562203901	9.704347171495174	834.2564766960477	0.0011338999999885857	0.49214735470797244
Rab9D	Q8IRK9	Rab at 9D	22.84478908000001	823	480.0746578658884	9.704328268797617	834.2455460460438	0.0011338999999885857	0.49938481580661387
Dmel\CG13590	Q9W165	MD-2-related lipid-recognition domain-containing protein	22.47721998	811	487.2997095774424	9.7042812252648	834.2183433339311	0.0021044999999944025	0.5066222769052664
Mkp	X2JBT5	MAP kinase-specific phosphatase, isoform A	22.848297180000014	821	480.0354327382357	9.704260395562809	834.2062989353891	0.0002866999999966424	0.5138597380039078
BNIP3	Q9VPD6	BNIP3, isoform A	22.475115480000007	812	487.3575383929999	9.704257799100255	834.2047975900556	0.0018295000000385642	0.5210971991025604
Dmel\CG18545	V9HVU8	Uncharacterized protein	22.84858388000001	821	480.0322812046775	9.704255488276194	834.2034614109469	0.0002866999999966424	0.5283346602012018
Dmel\CG14323	Q9VEH6	Uncharacterized protein	22.473285979999968	813	487.4076452302471	9.704229894217674	834.1886623978353	0.00162199999995849	0.5355721212998432
Dmel\CG10919	Q9VI03	Uncharacterized protein	22.47166398000001	814	487.4521655587641	9.704204933426833	834.174229806048	0.00162199999995849	0.5428095823984957
Dmel\CG31606	Q8IPG8	Uncharacterized protein	22.85217458000001	821	479.9931508683188	9.704193278851019	834.1674910932505	0.0035907000000001688	0.5500470434971372
Dmel\CG14543	Q9VBI0	Pre-rRNA-processing protein TSR2 homolog	22.46570557999999	816	487.6171656951613	9.704128450691721	834.1300082389539	0.005958400000018571	0.5572845045957897
CG6951	Q9VWA2	Probable deoxycytidylate deaminase	22.856986180000003	821	479.9417098668562	9.704107869140378	834.1181085881972	0.0048115999999929215	0.5645219656944311
Rab35	Q9W5X0	Rab35, isoform A	22.862031880000018	821	479.88932655507205	9.704024301277835	834.0697938392946	0.002882599999988855	0.5717594267930837
Dmel\CG14301	Q9VE56	Chitin-binding type-2 domain-containing protein	22.864914480000007	820	479.85943401777195	9.703961995208264	834.0337734143432	0.002882599999988855	0.5789968878917251
geko	Q9VVN7	Geko	22.452260579999987	814	487.9927642153726	9.703917207231624	834.0078815215488	0.00024349999997497207	0.5862343489903776
Dmel\CG33645	Q4ABF6	Uncharacterized protein	22.45201708000001	814	487.9996167499802	9.703913112683262	834.0055145065779	0.00024349999997497207	0.5934718100890191
Dmel\CG12662	A0A4D6K2Q4	Uncharacterized protein	22.448321980000014	813	488.1041825647531	9.703858868170284	833.9741569631051	0.003695099999998064	0.6007092711876716
Dmel\CG11444	Q9W4J4	Casein kinase substrate phosphoprotein PP28 domain-containing protein	22.87699048	816	479.73906557493996	9.70370204611001	833.8835082578581	0.004530700000010768	0.607946732286313
RpL24-like	Q9VGN9	Probable ribosome biogenesis protein RLP24	22.436069980000003	810	488.45371721629675	9.7036621191115	833.8604306122472	0.01225200000001081	0.6151841933849655
Mthfs	Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	22.88152118000001	814	479.69546593050313	9.703593180947545	833.8205861322708	0.0043382999999970195	0.622421654483607
Rab9E	Q8IRK8	Rab at 9E	22.885859480000008	815	479.6559920598562	9.703520522543332	833.7785935101995	0.0043382999999970195	0.6296591155822484
ATPsynO	Q24439	ATP synthase subunit O, mitochondrial	22.42220308000001	808	488.8555543012593	9.70343619177373	833.7298575448807	0.003501499999998714	0.6368965766809009
Dmel\CG6299	Q9VXV1	Glycolipid transfer protein domain-containing protein	22.89229628000001	816	479.5978079939673	9.703375457370123	833.6947600236366	0.003991700000010923	0.6441340377795424
Ykt6	Q9W3M8	YKT6 v-SNARE	22.41870158000001	808	488.9574146137992	9.703362863180196	833.6874822109169	0.003501499999998714	0.6513714988781949
Dmel\CG32762	Q8IRR6	Uncharacterized protein	22.89628798000002	816	479.56363200021934	9.703305629352139	833.654409261883	0.003991700000010923	0.6586089599768363
NEST:bs16h04	A1Z972	Uncharacterized protein	22.41339488	808	489.11302502524507	9.703262877438851	833.6297056398832	0.0005212999999848478	0.6658464210754889
Dmel\CG6310	Q7KUF1	Uncharacterized protein	22.412873580000014	808	489.128359143841	9.703252975679712	833.6239841450448	0.0005212999999848478	0.6730838821741303
GstD3	Q9VG97	Inactive glutathione S-transferase D3	22.90704268	816	479.4756865302727	9.70311477592557	833.544132819168	0.010754699999978357	0.6803213432727828
DMG4-MB6.chr3R.6.014	A0A0B4JD69	Uncharacterized protein	22.37739838	802	490.19108697576127	9.702540890847763	833.2126258851202	0.0034009999999895513	0.6875588043714242
Dmel\CG8321	A1Z8S7	Uncharacterized protein	22.933689880000003	812	479.2787574464504	9.702497918275222	833.1878079189229	0.004176899999986716	0.6947962654700768
Dmel\CG4949	Q9VX87	Uncharacterized protein	22.37399738000001	801	490.2952284348081	9.702477005016595	833.1757301441157	0.0018705999999895084	0.7020337265687182
Dmel\CG4741	Q9W134	Uncharacterized protein	22.37212678000002	803	490.35212694741006	9.702428658318924	833.1478097457939	0.0018705999999895084	0.7092711876673707
Dmel\CG11586	Q9VZF0	U1-type domain-containing protein	22.93786677999999	811	479.2508635875266	9.702389349511654	833.12510945253	0.00024190000002022316	0.7165086487660122
