gene_primary	accession	protein_name	mw_kda	mw_window_count	mw_gaussian_ambiguity	mw_identity_entropy_bits	mw_effective_candidate_number	mw_nearest_neighbor_gap_kda	mw_auditability_score_0_100
ABCA13	E1BK38	ATP binding cassette subfamily A member 13	557.2007245800082	1	0.08805018003107867	0.40542922378616786	1.3244829056550387	2.2044720000018287	99.88993572246191
LRP1	E1BGJ0	Prolow-density lipoprotein receptor-related protein 1	505.0314213800119	1	0.11751179833721404	0.5116390910231262	1.4256690230536375	2.0901176999987	99.88553315136039
DYNC2H1	A0AAA9TWT4	Cytoplasmic dynein 2 heavy chain 1	493.41996108000825	1	0.1289141742764759	0.5124353886947202	1.4264561403946974	2.0241582999989873	99.88113058025887
VPS13D	A0ABI0NRI1	Vacuolar protein sorting 13 homolog D	491.39580278000926	1	0.12952973151264313	0.5188504260552752	1.432813093255842	2.0241582999989873	99.87672800915735
MYCBP2	A0AAA9RZQ5	E3 ubiquitin-protein ligase MYCBP2	521.763497580011	1	0.13368044328540085	0.5311163241183458	1.4450469069750997	2.0100477000015644	99.87232543805582
BLTP1	A0AAA9TCJ6	Bridge-like lipid transfer protein family member 1	554.9962525800064	1	0.11583516441958142	0.5634691470764087	1.4778185542739701	2.2044720000018287	99.8679228669543
GOLGB1	A0AAA9SMB5	Golgin B1	377.5710604800058	2	0.16930732838718265	0.6286674948260554	1.5461362880452267	1.9037584999980481	99.86352029585278
DNAH9	F1MJJ0	Dynein axonemal heavy chain 9	510.1089670800108	2	0.20256710835938696	0.7072295961722325	1.6326659005110173	1.8195132000016088	99.85911772475126
CEP290	A0AAA9TJC7	Centrosomal protein 290	323.22347598000573	1	0.13491222154748983	0.765591681916189	1.700067091344772	2.4087633999984632	99.85471515364974
MKI67	E1BPD7	Marker of proliferation Ki-67	371.8426161800065	2	0.22110186113080532	0.8124316394843144	1.7561689442703918	1.8528654000020879	99.85031258254821
ANK2	A0AAA9T728	Ankyrin 2	458.3658867800092	2	0.2659210787322537	0.8195966454238183	1.764912482150301	1.6656319000005624	99.84591001144668
VCAN	P81282	Versican core protein	369.9897507800044	2	0.23347891974424373	0.8652502497248764	1.821655623966649	1.8528654000020879	99.84150744034515
AHNAK2	A0A3Q1MK97	AHNAK nucleoprotein 2	593.0162942800218	2	0.4342729236498164	0.8846658109259213	1.8463368823553965	1.291574299986678	99.83490358369288
LOC512869	A0A3Q1LV49	E3 ubiquitin-protein ligase RNF213	594.3078685800085	2	0.4342729236498164	0.8846658109259213	1.8463368823553965	1.291574299986678	99.83490358369288
LAMA5	A0A3Q1MA79	Laminin subunit alpha-5	399.4781694800053	2	0.35562404071828757	0.8970274315510043	1.8622250478612778	1.4640808000017387	99.82829972704059
HECTD4	A0A3Q1MH11	HECT domain E3 ubiquitin protein ligase 4	485.2769204800103	1	0.1892362740616398	0.9336974530272728	1.9101652508045706	2.2736299999990592	99.82389715593906
RYR2	E1BHV1	Ryanodine receptor 2	565.1511059800101	2	0.7148756068800366	0.9799660420795746	1.972418981964225	0.8193250000034595	99.81729329928677
RYR1	A0A3Q1N1B8	Ryanodine receptor 1	565.9704309800136	2	0.7148756068800366	0.9799660420795746	1.972418981964225	0.8193250000034595	99.81729329928677
SPEN	F1MRK2	Msx2-interacting protein	400.94225028000704	2	0.3834941123310851	1.0315147893355592	2.044169445613856	1.4640808000017387	99.8106894426345
LYST	F1MLZ4	Lysosomal-trafficking regulator	434.23732838000575	2	0.8694721394087832	1.0406276338895388	2.0571223946731845	0.549001800000724	99.80628687153298
SACS	A0A3Q1M820	Sacsin	518.0582630800094	2	0.3087447256957334	1.0522548838372707	2.0737685465410536	1.6951867999999877	99.80188430043145
HSPG2	A0AAA9TDR0	Basement membrane-specific heparan sulfate proteoglycan core protein	468.6300595800093	2	0.30901650780033796	1.0611849398299176	2.0866446579830003	1.7405827000025056	99.79748172932993
ANK3	A0AAA9RXF1	Ankyrin 3	478.7296928800079	2	0.8730157015141835	1.066719185015594	2.0946644962108407	0.5535750000018425	99.79307915822841
CENPF	F1N1F8	Centromere protein F	374.37254008000656	2	0.4792425790348349	1.0755630214196648	2.1075443947816437	1.2947619000012196	99.78867658712687
VPS13B	A0A3Q1MEI1	Vacuolar protein sorting 13 homolog B	437.6974250800068	2	0.9757745472160011	1.0865661975371426	2.1236797099453755	0.3032408999993663	99.78427401602535
LRP2	F1N6H1	Low-density lipoprotein receptor-related protein 2	519.7534498800094	2	0.37031632991222296	1.0961496662714099	2.1378337514039862	1.6951867999999877	99.77987144492384
WDFY3	E1BPS3	WD repeat and FYVE domain-containing protein 3	392.6652821800063	1	0.24973665604273654	1.1293737977592226	2.1876376515989544	2.133722599999544	99.77546887382232
TRRAP	A0AAA9SVS0	Transformation/transcription domain associated protein	437.3941841800074	2	0.9963810714487056	1.1412113545388234	2.2056614314343097	0.3032408999993663	99.77106630272078
FAT2	F1MPF3	Protocadherin Fat 2	479.28326788000976	2	0.8927451927793291	1.1422588789817085	2.2072635186446075	0.5535750000018425	99.76666373161926
LOC539323	F1MQP6	Dachsous cadherin-related 2	367.5368481800054	2	0.7560277818224066	1.1568116437792468	2.2296413196397595	0.8398295000013718	99.76226116051774
KMT2A	F1MHA1	Histone-lysine N-methyltransferase	434.7863301800065	2	0.9079100841256729	1.1620710086910016	2.2377843419290397	0.549001800000724	99.75785858941622
LAMA3	A0AAA9RWY8	Laminin subunit alpha-3	366.697018680004	2	0.7568165592237643	1.179054376259877	2.2642831451457783	0.8398295000013718	99.75345601831471
PCLO	A0A3Q1M9D0	Piccolo presynaptic cytomatrix protein	537.5255614800063	2	1.0585744083972273	1.1922563952157057	2.2850985644631896	0.08403659999589763	99.74905344721317
DNAH11	F1N724	Dynein axonemal heavy chain 11	537.4415248800104	2	1.0735091930725265	1.2256337726198114	2.3385816050338666	0.08403659999589763	99.74465087611165
FAT1	A0A3Q1M5W5	FAT atypical cadherin 1	507.1215390800106	2	0.6296904751883281	1.2730709831799876	2.416754592509215	1.1679147999985844	99.74024830501013
EPPK1	A0A3Q1LMV9	Epiplakin	375.6673019800078	3	0.5964555140840675	1.2742991336335208	2.4188128251190464	1.2947619000012196	99.7358457339086
CPLANE1	F1MRT7	Ciliosis and planar polarity effector complex subunit 1	364.1547525800055	2	0.9841423890253711	1.2963062944193027	2.4559927372109294	0.48996919999950705	99.73144316280708
DNAH2	F1MK55	Dynein axonemal heavy chain 2	508.2894538800092	3	0.7015853434311732	1.3496429603253504	2.5484904735059795	1.1679147999985844	99.72704059170555
HMCN2	E1B9K4	Hemicentin 2	545.1058446800131	3	0.5359728238814494	1.3772208494909408	2.597674830209899	1.5130445999990343	99.72263802060404
FRAS1	F1N740	Fraser extracellular matrix complex subunit 1	442.72578008000784	3	0.7826255225686365	1.391850175153039	2.6241499752989847	1.1390132000016138	99.71823544950252
UNC80	F1MJ95	Unc-80 homolog, NALCN channel complex subunit	363.664783380006	3	1.062430879396215	1.3965134449394818	2.632645823341436	0.48996919999950705	99.71383287840099
CMYA5	F1ME62	Cardiomyopathy-associated protein 5	441.08413148000943	3	1.1455558954755056	1.4292088867206576	2.6929900263103304	0.502635399996791	99.70943030729946
MUC19	P98091	Mucin-19	461.7856540800024	3	1.1296810229247245	1.449211846346752	2.7305883678348226	0.47913259999336333	99.70502773619793
DNAH14	F1MZU0	Dynein axonemal heavy chain 14	530.4726773800082	3	1.0942130920028856	1.4729147971450771	2.7758214983948015	0.5661978000039198	99.70062516509641
PKHD1	E1BK86	Fibrocystin	441.5867668800062	3	1.404588468580069	1.5383853821760634	2.904692376690461	0.502635399996791	99.69622259399489
CSMD1	F1MRN5	CUB and Sushi multiple domains 1	387.8946067800056	3	1.5045229281057297	1.541878332603349	2.911733531217274	0.24904000000032056	99.69182002289337
RELN	A0AAA9TYN5	Reelin	389.0161623800048	3	1.2178611455299042	1.54207118265843	2.9121227787632415	0.8725155999989056	99.68741745179184
SVEP1	F1MNH3	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	388.1436467800059	3	1.6536520811165731	1.5687328925045199	2.9664405957636295	0.24904000000032056	99.68301488069032
DNAH7	F1N5R7	Dynein axonemal heavy chain 7	461.30652148000905	3	1.3532305759771317	1.5693104639539763	2.9676284243421587	0.47913259999336333	99.6786123095888
CSMD3	F1MFS1	CUB and sushi domain-containing protein 3	405.6601495800052	4	0.6457088112035649	1.571732089567782	2.972613899157557	1.5930274000001532	99.67420973848728
	F1MKZ6	Low-density lipoprotein receptor-related protein 1B	515.0365231800105	3	1.8764528861797038	1.6120722229153452	3.0569060698113772	0.2271069999995916	99.66980716738576
PRKDC	E1BLB6	DNA-dependent protein kinase catalytic subunit	464.5734185800096	3	0.6838471812221649	1.6164641750983113	3.0662262944682497	1.5578927999982852	99.66540459628423
DNAH5	E1BMG2	Dynein axonemal heavy chain 5	535.0111749800104	3	1.235162566990863	1.6165552472759852	3.066419860476387	0.2878193999993073	99.66100202518271
DNAH8	E1B9R5	Dynein axonemal heavy chain 8	515.2636301800101	3	1.9633930518541822	1.632767716549032	3.1010734918325027	0.2271069999995916	99.65659945408119
DYNC1H1	E1BDX8	Cytoplasmic dynein 1 heavy chain 1	534.7233555800111	3	1.3165105530029324	1.655001620546806	3.149235443739984	0.2878193999993073	99.65219688297967
APOB	E1BNR0	Apolipoprotein B	515.5157770800053	3	1.8996916099477765	1.6656369165397025	3.1725368390607005	0.25214689999518214	99.64779431187813
SZT2	F1N2Q8	SZT2 subunit of KICSTOR complex	361.7180431800055	3	0.9161636226918113	1.7147092858877586	3.2823049589824778	0.9613805999995861	99.64339174077661
PKD1	A0AAA9T7B1	Polycystin 1, transient receptor potential channel interacting	460.03151868000975	4	0.9080934390881985	1.7164880529735658	3.286354364154944	1.2750027999992994	99.63898916967509
PLEC	E1BF59	Plectin	531.0388751800122	3	1.4570454606995624	1.7416943340528925	3.344276967647238	0.5661978000039198	99.63458659857358
CELSR1	F1N6Y9	Cadherin EGF LAG seven-pass G-type receptor 1	331.14985468000424	4	1.259567921580492	1.8193230395976574	3.5291555996225106	0.9807757000014021	99.63018402747204
TRIO	A0AAA9RWB8	non-specific serine/threonine protein kinase	347.0802356800053	4	1.2555541005528958	1.8285124727258728	3.551706758838502	0.8010253999992187	99.62578145637052
ZFHX3	E1BPV9	Zinc finger homeobox protein 3	403.7276101800068	4	2.105530146876704	1.837721977892954	3.5744517495970354	0.165893799998571	99.621378885269
MGAM	G3N3S2	Maltase-glucoamylase 2 (putative)	300.1124169799982	2	0.5583076156195605	1.8494775438853097	3.6036965750997867	1.6428976000039484	99.61697631416747
USP34	G3MYZ7	Ubiquitin carboxyl-terminal hydrolase 34	403.8935039800054	4	2.1942455037017403	1.8616023353048454	3.6341106208848846	0.165893799998571	99.61257374306595
WDR87	E1BEW9	WD repeat domain 87	348.51892568000807	3	0.8108456425320412	1.862252506272712	3.635748753439478	1.4386900000027936	99.60817117196443
LOC101902689	A0AAA9TL21	SEA domain-containing protein	355.51634477999545	3	1.3241063078952724	1.8755108068738209	3.6693151165014126	0.5520314999894254	99.6037686008629
CRYBG3	G3MZ11	Crystallin beta-gamma domain containing 3	319.9805775800044	4	1.4717628963455787	1.8895458122606528	3.705185601285782	0.9388962000031711	99.59936602976138
XIRP2	E1BL04	Xin actin binding repeat containing 2	404.0671221800051	4	2.2177649396578403	1.8936450285923438	3.7157283391106724	0.1736181999996802	99.59496345865986
KMT2C	A0AAA9TQW6	Histone-lysine N-methyltransferase 2C	542.2069780800114	4	1.9638024097392335	1.9338917011164738	3.8208449151475694	0.025950899996132648	99.59056088755833
FAT4	E1B949	Protocadherin Fat 4	542.2329289800075	4	1.9945454111736831	1.9430395546355521	3.8451491352716314	0.025950899996132648	99.5861583164568
DNAH3	F1MRU4	Dynein axonemal heavy chain 3	466.140468480009	4	2.0933814041202843	1.9609435363985201	3.893165124565698	0.009157100001118579	99.58175574535528
AKAP9	A0A3Q1MK49	A-kinase anchoring protein 9	466.1313113800079	4	2.091389634848246	1.9613958484102532	3.894385896364334	0.009157100001118579	99.57735317425377
PKHD1L1	A0A3Q1MSR4	Fibrocystin-L	466.8894768800068	4	1.7938777097839385	1.969755913720221	3.9170184228802185	0.7490083999977628	99.57295060315225
HERC1	F1MNS0	HECT-type E3 ubiquitin transferase	532.2469279800123	4	1.4568475713745372	1.9749112221841494	3.9310404858660797	0.8461789999961411	99.56854803205071
BIRC6	E1BE13	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6	533.0931069800084	4	1.2762700853582336	1.9859322832202857	3.9611855544493553	0.8461789999961411	99.56414546094919
DCHS1	E1B969	Protocadherin-16	346.27921028000605	4	1.480669013299038	1.992069621191563	3.978072642826864	0.8010253999992187	99.55974288984767
