accession,entry_name,gene_primary,protein_name,length_aa,mass_da,mw_kda,gene_upper,marker_categories,marker_notes,is_marker,signaling_categories,signaling_notes,is_signaling_prefix,families,family_categories,family_notes,mw_bin_start_kda,mw_bin_end_kda,mw_bin_label,protein_count,marker_count,signaling_prefix_count,family_count,audit_burden_score,audit_priority,defensive_note
A0A1L1RUH3,A0A1L1RUH3_CHICK,UBLCP1,Ubiquitin like domain containing CTD phosphatase 1,33,3727.2817799999993,3.7272817799999993,UBLCP1,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,16,0,0,0,0.8,routine,standard full-blot and antibody-validation checks
F1P0F7,F1P0F7_CHICK,SLN,Sarcolipin,31,3789.60778,3.78960778,SLN,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,16,0,0,0,0.8,routine,standard full-blot and antibody-validation checks
A0A8V1AD43,A0A8V1AD43_CHICK,BLACAT1,Bladder cancer associated transcript 1,33,3820.4500799999996,3.8204500799999996,BLACAT1,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,16,0,0,0,0.8,routine,standard full-blot and antibody-validation checks
P80897,RPN2_CHICK,RPN2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Fragment),36,3926.5676799999987,3.926567679999999,RPN2,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,16,0,0,0,0.8,routine,standard full-blot and antibody-validation checks
A0A452J810,A0A452J810_CHICK,C12orf75,Uncharacterized protein,39,4056.387180000001,4.056387180000001,C12ORF75,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
P83145,UK114_CHICK,,Ribonuclease UK114 (Fragment),39,4083.758879999999,4.083758879999999,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
P30370,RABP2_CHICK,CRABP2,Cellular retinoic acid-binding protein 2 (Fragment),37,4127.90898,4.12790898,CRABP2,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
P29203,PYY_CHICK,PYY,Peptide YY-like,37,4236.71318,4.23671318,PYY,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0ZFU7,A0A8V0ZFU7_CHICK,,Uncharacterized protein,38,4262.09508,4.26209508,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
F1NPW7,F1NPW7_CHICK,USP49,Ubiquitin specific peptidase 49,36,4337.998080000001,4.337998080000001,USP49,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
P80389,AMP1_CHICK,,Antimicrobial peptide CHP1,39,4480.430780000001,4.480430780000001,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0X2M7,A0A8V0X2M7_CHICK,,Uncharacterized protein,41,4499.1361799999995,4.49913618,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A3Q3AA92,A0A3Q3AA92_CHICK,,Protein phosphatase 4 catalytic subunit,39,4515.20428,4.51520428,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0Z2B0,A0A8V0Z2B0_CHICK,GLI2,GLI family zinc finger 2,48,4611.20438,4.61120438,GLI2,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0XFW2,A0A8V0XFW2_CHICK,,Senescence-associated protein,44,4662.21578,4.66221578,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0XVD9,A0A8V0XVD9_CHICK,,Uncharacterized protein,46,4880.729679999997,4.880729679999996,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0XA39,A0A8V0XA39_CHICK,,Uncharacterized protein,41,4910.614880000001,4.910614880000001,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0X2W0,A0A8V0X2W0_CHICK,,Cation-transporting P-type ATPase N-terminal domain-containing protein,47,4990.556780000001,4.99055678,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0XDA0,A0A8V0XDA0_CHICK,,Uncharacterized protein,42,5011.719980000001,5.0117199800000005,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V1A172,A0A8V1A172_CHICK,,Uncharacterized protein,44,5018.12018,5.0181201799999995,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A3Q2UAP0,A0A3Q2UAP0_CHICK,TMSB4B,Thymosin beta,45,5244.811379999998,5.244811379999998,TMSB4B,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0Z9D2,A0A8V0Z9D2_CHICK,,Uncharacterized protein,48,5313.305679999998,5.313305679999997,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0XLC8,A0A8V0XLC8_CHICK,RPS20,Ribosomal protein S20,46,5328.004579999999,5.328004579999999,RPS20,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0ZBY8,A0A8V0ZBY8_CHICK,,TCL1 upstream neural differentiation-associated RNA,48,5332.2471799999985,5.332247179999999,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V1ABK8,A0A8V1ABK8_CHICK,,Uncharacterized protein,50,5365.355879999998,5.365355879999998,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0YLA8,A0A8V0YLA8_CHICK,,Uncharacterized protein,46,5432.60008,5.43260008,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0XKX3,A0A8V0XKX3_CHICK,CHCHD7,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7,46,5505.219880000001,5.50521988,CHCHD7,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0YTH9,A0A8V0YTH9_CHICK,,WAP domain-containing protein,52,5511.27218,5.51127218,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A1D5PNN4,A0A1D5PNN4_CHICK,C7orf73,Short transmembrane mitochondrial protein 1,49,5530.48318,5.53048318,C7ORF73,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,configured audit family match: Mitochondrial markers
A0A8V0XA75,A0A8V0XA75_CHICK,,Uncharacterized protein,48,5569.405379999999,5.569405379999999,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0YBE5,A0A8V0YBE5_CHICK,U2AF1,U2 small nuclear RNA auxiliary factor 1,49,5615.47798,5.61547798,U2AF1,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0X4T1,A0A8V0X4T1_CHICK,,Uncharacterized protein,51,5640.579879999998,5.640579879999998,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V1A933,A0A8V1A933_CHICK,COX14,"COX14, cytochrome c oxidase assembly factor",52,5677.577879999998,5.677577879999998,COX14,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,configured audit family match: Mitochondrial markers
A0A8V0XSF1,A0A8V0XSF1_CHICK,,Uncharacterized protein,52,5703.730179999999,5.703730179999999,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0X4T4,A0A8V0X4T4_CHICK,LOC100857579,Uncharacterized protein,51,5713.633679999998,5.713633679999998,LOC100857579,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0Y3E2,A0A8V0Y3E2_CHICK,,MICOS complex subunit MIC10,53,5727.52168,5.72752168,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0X886,A0A8V0X886_CHICK,,KRAB domain-containing protein,51,5733.561479999999,5.73356148,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0ZMZ5,A0A8V0ZMZ5_CHICK,,Uncharacterized protein,50,5772.899579999998,5.772899579999998,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A3Q2TXM3,A0A3Q2TXM3_CHICK,ATP5E,Uncharacterized protein,51,5792.822380000001,5.792822380000001,ATP5E,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,configured audit family match: Mitochondrial markers
A0A8V0ZSH1,A0A8V0ZSH1_CHICK,PIGBOS1,PIGB opposite strand 1,54,5808.7102799999975,5.808710279999998,PIGBOS1,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0YKP7,A0A8V0YKP7_CHICK,,Uncharacterized protein,49,5814.8362799999995,5.81483628,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0XH94,A0A8V0XH94_CHICK,SPINK2,Serine peptidase inhibitor Kazal type 2,53,5822.55898,5.82255898,SPINK2,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A1D5PAR2,A0A1D5PAR2_CHICK,PMAIP1,Phorbol-12-myristate-13-acetate-induced protein 1,54,5944.089679999999,5.944089679999999,PMAIP1,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V0ZKX6,A0A8V0ZKX6_CHICK,,Uncharacterized protein,52,5956.947579999997,5.956947579999997,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
A0A8V1A959,A0A8V1A959_CHICK,DNAJB8,DnaJ heat shock protein family (Hsp40) member B8,53,5965.7615799999985,5.965761579999999,DNAJB8,,,False,,,False,Heat shock proteins,chaperone family,HSP family can overlap with marker/stress roles,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,configured audit family match: Heat shock proteins
A0A8V0Z7P7,A0A8V0Z7P7_CHICK,,Uncharacterized protein,55,5982.90748,5.98290748,,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,42,0,0,2,3.6,routine,standard full-blot and antibody-validation checks
P85000,ISK1L_CHICK,,Trypsin inhibitor ClTI-1,55,6032.835080000001,6.032835080000001,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
P0C915,OCC1_CHICK,,Overexpressed in colon carcinoma 1 protein homolog,62,6036.501580000001,6.036501580000001,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V1AFL1,A0A8V1AFL1_CHICK,,THAP-type domain-containing protein,55,6045.111179999998,6.045111179999998,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
P26677,PPLA_CHICK,PLN,Phospholamban,52,6091.494480000001,6.0914944800000015,PLN,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
R4GK80,R4GK80_CHICK,PLN,Phospholamban,52,6091.494480000001,6.0914944800000015,PLN,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0X9V5,A0A8V0X9V5_CHICK,TOMM5,Translocase of outer mitochondrial membrane 5,51,6110.38358,6.11038358,TOMM5,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,configured audit family match: Mitochondrial markers
A0A8V0XPE6,A0A8V0XPE6_CHICK,,Uncharacterized protein,57,6120.81938,6.1208193799999995,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0WZT7,A0A8V0WZT7_CHICK,,KRAB domain-containing protein,52,6123.028480000001,6.123028480000001,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V1A686,A0A8V1A686_CHICK,,Uncharacterized protein,55,6181.021279999998,6.181021279999998,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A3Q2UDI0,A0A3Q2UDI0_CHICK,COPS9,COP9 signalosome complex subunit 9,57,6210.730479999998,6.210730479999999,COPS9,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0XV54,A0A8V0XV54_CHICK,,HCV F-transactivated protein 1,53,6222.22338,6.22222338,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A3Q2UCU2,A0A3Q2UCU2_CHICK,C14orf2,6.8 kDa mitochondrial proteolipid,54,6237.2648800000015,6.2372648800000015,C14ORF2,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,configured audit family match: Mitochondrial markers
A0A3Q2UFR1,A0A3Q2UFR1_CHICK,LOC107055098,Uncharacterized protein,55,6242.167279999997,6.242167279999997,LOC107055098,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0X5W2,A0A8V0X5W2_CHICK,,KRAB domain-containing protein,54,6243.092779999999,6.243092779999999,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A4PBT0,A4PBT0_CHICK,MT3,Metallothionein,63,6277.4536800000005,6.277453680000001,MT3,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0ZGZ1,A0A8V0ZGZ1_CHICK,,Leucine rich melanocyte differentiation associated,56,6292.983980000001,6.292983980000001,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0X3L5,A0A8V0X3L5_CHICK,,KRAB domain-containing protein,55,6293.091379999999,6.293091379999999,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0ZF54,A0A8V0ZF54_CHICK,KCTD9,Potassium channel tetramerization domain containing 9,60,6309.291980000001,6.309291980000001,KCTD9,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A1L1RYN1,A0A1L1RYN1_CHICK,TOMM7,Mitochondrial import receptor subunit TOM7 homolog,55,6317.51518,6.31751518,TOMM7,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,configured audit family match: Mitochondrial markers
E1BXT9,E1BXT9_CHICK,UQCR11,"Ubiquinol-cytochrome c reductase, complex III subunit XI",56,6324.434080000002,6.324434080000001,UQCR11,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,configured audit family match: Mitochondrial markers
F1NXJ1,F1NXJ1_CHICK,APELA,Apelin receptor early endogenous ligand,54,6335.777179999998,6.335777179999998,APELA,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0ZA81,A0A8V0ZA81_CHICK,TNFRSF10B,"Tumor necrosis factor receptor superfamily, member 10b",57,6351.472680000003,6.351472680000002,TNFRSF10B,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V1A3S1,A0A8V1A3S1_CHICK,,Uncharacterized protein,63,6370.364580000003,6.370364580000003,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0X5S1,A0A8V0X5S1_CHICK,,KRAB domain-containing protein,55,6374.285379999999,6.374285379999999,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
P14093,ATP8_CHICK,MT-ATP8,ATP synthase F(0) complex subunit 8,54,6376.526979999998,6.376526979999998,MT-ATP8,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0YT37,A0A8V0YT37_CHICK,BOLL,"Boule homolog, RNA binding protein",59,6378.095979999999,6.378095979999999,BOLL,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
Q98TF5,RL39_CHICK,RPL39,Large ribosomal subunit protein eL39,51,6378.664480000001,6.378664480000001,RPL39,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0Z3W9,A0A8V0Z3W9_CHICK,SMIM3,Small integral membrane protein 3,59,6408.933179999999,6.408933179999999,SMIM3,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0ZP14,A0A8V0ZP14_CHICK,,Uncharacterized protein,54,6409.669779999997,6.409669779999997,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0YZZ6,A0A8V0YZZ6_CHICK,TRPC1,Transient receptor potential cation channel subfamily C member 1,59,6416.459180000001,6.41645918,TRPC1,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0YUW4,A0A8V0YUW4_CHICK,,Uncharacterized protein,57,6450.229479999998,6.450229479999998,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
P68497,MT_CHICK,,Metallothionein,63,6461.52748,6.46152748,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0Z473,A0A8V0Z473_CHICK,,Uncharacterized protein,57,6475.633479999998,6.475633479999997,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0Z9K5,A0A8V0Z9K5_CHICK,,Uncharacterized protein,55,6477.67598,6.47767598,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
P40667,CH03_CHICK,,SRY-related protein CH3 (Fragment),54,6489.455780000001,6.489455780000001,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0ZP36,A0A8V0ZP36_CHICK,,Uncharacterized protein,58,6504.291080000001,6.504291080000001,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A3Q2U1J3,A0A3Q2U1J3_CHICK,LOC107051594,Uncharacterized protein,59,6504.984879999999,6.504984879999999,LOC107051594,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
A0A8V0ZB54,A0A8V0ZB54_CHICK,LSM5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",59,6518.54178,6.51854178,LSM5,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
P40666,CH02_CHICK,,SRY-related protein CH2 (Fragment),54,6523.4883800000025,6.5234883800000025,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
P40669,CH07_CHICK,,SRY-related protein CH7 (Fragment),54,6527.563480000002,6.527563480000001,,,,False,,,False,,,,6.0,8.0,6.0-8.0 kDa,189,0,0,2,10.95,elevated,standard full-blot and antibody-validation checks
