gene_primary	accession	protein_name	mw_kda	mw_window_count	mw_gaussian_ambiguity	mw_identity_entropy_bits	mw_effective_candidate_number	mw_nearest_neighbor_gap_kda	mw_auditability_score_0_100
Or51f1e	E9PXW4	Olfactory receptor	35.65567777999999	2434	1713.981122046047	11.232797986142558	2406.6289079882913	1.6999999985500835e-06	0.3432023063195011
Or1e19	Q8VGT2	Olfactory receptor	35.65567947999999	2434	1713.9805322327738	11.232797978791437	2406.628895725534	1.6999999985500835e-06	0.3477783370704257
Or2at1	E9Q519	Olfactory receptor	35.65544188	2434	1714.0626165857605	11.232796560396269	2406.6265296335873	0.00023589999999273914	0.3523543678213503
Foxs1	Q61574	Forkhead box protein S1	35.567354679999944	2435	1742.3856602082064	11.232795995861212	2406.6255879066507	0.0007093999999412404	0.35693039857227493
Or10a3b	Q8VFZ5	Olfactory receptor	35.656410779999995	2434	1713.7266603238843	11.23279478569294	2406.6235691704524	0.0007313000000053194	0.36150642932319954
Vmn1r39	G3UWE6	Vomeronasal type-1 receptor	35.56664528	2435	1742.5949033543775	11.232792566782756	2406.6198677108287	0.0007093999999412404	0.36608246007413525
Or4f15	Q7TQW9	Olfactory receptor	35.65778608000001	2436	1713.2480893869338	11.232786180042064	2406.609213745451	0.0007943999999895368	0.37065849082505986
Sec13	Q9D1M0	Protein SEC13 homolog	35.56564337999999	2436	1742.8895560260735	11.232785238051044	2406.607642378347	0.0010019000000127676	0.37523452157598447
Vmn1r33	Q8R2E0	Vomeronasal type-1 receptor	35.65858048	2436	1712.9713762232436	11.232782522200376	2406.6031119816685	0.00012559999998273952	0.3798105523269091
Or7d10	Q8VEY9	Olfactory receptor	35.65870607999998	2436	1712.9275941880842	11.232781937197926	2406.6021361216335	8.099999988075979e-06	0.3843865830778337
Ngdn	Q9DB96	Neuroguidin	35.65871417999997	2436	1712.9247703670608	11.232781899408282	2406.602073083616	8.099999988075979e-06	0.3889626138287694
Or1e35	Q8VGR3	Olfactory receptor	35.563892479999986	2436	1743.4042510716959	11.23278124632645	2406.6009836588323	0.00026849999999711827	0.393538644579694
Or4f52	Q7TQY8	Olfactory receptor	35.56362397999999	2436	1743.482908849479	11.232779873788488	2406.5986940899716	6.139999998566736e-05	0.3981146753306186
Or6k14	E9Q7E7	Olfactory receptor	35.56356258	2436	1743.5008898422552	11.232779558921626	2406.598168852086	6.139999998566736e-05	0.4026907060815432
Rdh7	O88451	Retinol dehydrogenase 7	35.660210080000006	2436	1712.402989262594	11.232777253500899	2406.5943231212054	0.0004982999999825211	0.40726673683246783
Or6k4	E9Q0Q2	Olfactory receptor	35.66070837999999	2436	1712.2287948712906	11.232774841039008	2406.590298838822	0.0004982999999825211	0.41184276758340355
Vmn1r203	Q8R273	Vomeronasal type-1 receptor	35.66154788000001	2438	1711.9350165601663	11.232770711584731	2406.5834104181267	0.0008395000000191999	0.41641879833432816
Ppil6	Q9D6D8	Probable inactive peptidyl-prolyl cis-trans isomerase-like 6	35.56177117999997	2435	1744.024468616602	11.232770209073399	2406.5825721708243	0.00047789999997149835	0.42099482908525276
Or2j3	Q8VFC2	Olfactory receptor	35.56129328	2435	1744.1638083735243	11.232767661470433	2406.5783224774987	0.00047789999997149835	0.4255708598361774
Gnb1l	Q9EQ15	Guanine nucleotide-binding protein subunit beta-like protein 1	35.663182879999994	2437	1711.3617490862796	11.232762434147286	2406.569602727709	6.189999999861584e-05	0.430146890587102
Or7a35	Q8VGU6	Olfactory receptor family 7 subfamily A member 35	35.66324477999999	2436	1711.340016824342	11.23276211466	2406.5690697888094	6.189999999861584e-05	0.4347229213380266
Ptgr1	Q91YR9	Prostaglandin reductase 1	35.56023317999998	2436	1744.4723898856553	11.232761930264731	2406.5687621978727	0.0005119999999791958	0.4392989520889623
Or8k22	Q8VGS7	Olfactory receptor	35.559721180000004	2436	1744.6211753306281	11.232759122795569	2406.5640790452844	0.0005119999999791958	0.4438749828398869
Apol10a	F6QJ01	Apolipoprotein L 10A	35.55869238	2438	1744.9196459231193	11.232753403950502	2406.5545394409714	0.00034759999998357216	0.4484510135908115
Or8k38	Q7TR64	Olfactory receptor	35.55834478000001	2438	1745.0203404376207	11.23275144833363	2406.5512772855373	0.0003201000000316867	0.45302704434173613
