accession,entry_name,gene_primary,protein_name,length_aa,mass_da,mw_kda,gene_upper,marker_categories,marker_notes,is_marker,signaling_categories,signaling_notes,is_signaling_prefix,families,family_categories,family_notes,mw_bin_start_kda,mw_bin_end_kda,mw_bin_label,protein_count,marker_count,signaling_prefix_count,family_count,audit_burden_score,audit_priority,defensive_note
A0A1Y7VFH6,A0A1Y7VFH6_MOUSE,Pou2f1,"POU domain, class 2, transcription factor 1 (Fragment)",7,791.83098,0.79183098,POU2F1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1Y7VHD7,A0A1Y7VHD7_MOUSE,Ighd1-3,"Predicted gene, 16968 (Fragment)",7,792.97388,0.79297388,IGHD1-3,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1Y7VGK4,A0A1Y7VGK4_MOUSE,Rnf44,Ring finger protein 44 (Fragment),7,796.93968,0.7969396799999999,RNF44,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1Y7VGS2,A0A1Y7VGS2_MOUSE,Dab2,"Disabled 2, mitogen-responsive phosphoprotein (Fragment)",7,808.85858,0.80885858,DAB2,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1B0GT82,A0A1B0GT82_MOUSE,Pgpep1,Pyroglutamyl-peptidase I (Fragment),9,813.92688,0.81392688,PGPEP1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1Y7VG73,A0A1Y7VG73_MOUSE,Nrip1,Nuclear receptor interacting protein 1 (Fragment),7,815.89638,0.81589638,NRIP1,,,False,,,False,Actin family,marker/cytoskeleton family,actin family and actin-related proteins,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured audit family match: Actin family
A0A1B0GRW8,A0A1B0GRW8_MOUSE,Tll1,Tolloid-like (Fragment),8,815.9829800000001,0.8159829800000001,TLL1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
P38644,UF06_MOUSE,,Unknown protein from 2D-PAGE of fibroblasts (Fragment),8,816.82538,0.81682538,,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1Y7VJC4,A0A1Y7VJC4_MOUSE,Zbtb18,Zinc finger and BTB domain containing 18 (Fragment),7,826.98088,0.8269808799999999,ZBTB18,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1Y7VE20,A0A1Y7VE20_MOUSE,Plgrkt,"Plasminogen receptor, C-terminal lysine transmembrane protein (Fragment)",7,829.02468,0.82902468,PLGRKT,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JD98,A0A0G2JD98_MOUSE,Slc16a3,"Solute carrier family 16 (monocarboxylic acid transporters), member 3 (Fragment)",9,833.91168,0.83391168,SLC16A3,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
P38641,UF03_MOUSE,,Unknown protein from 2D-PAGE of fibroblasts (Fragment),7,841.82968,0.84182968,,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1Y7VLJ9,A0A1Y7VLJ9_MOUSE,Pcdh19,Protocadherin 19 (Fragment),7,856.07628,0.85607628,PCDH19,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZN05,A0A1C7ZN05_MOUSE,Actl6b,Actin-like 6B (Fragment),8,877.08458,0.87708458,ACTL6B,,,False,,,False,Actin family,marker/cytoskeleton family,actin family and actin-related proteins,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured audit family match: Actin family
P99031,ULAK_MOUSE,,Unknown protein from spot 2D-0014LD of 2D-PAGE of liver tissue (Fragment),9,886.0188800000001,0.8860188800000001,,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A338P6H0,A0A338P6H0_MOUSE,St3gal6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 (Fragment)",8,894.14008,0.89414008,ST3GAL6,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A494B9D9,A0A494B9D9_MOUSE,Itprip,"Inositol 1,4,5-triphosphate receptor interacting protein (Fragment)",7,897.11828,0.89711828,ITPRIP,,,False,,,False,Actin family,marker/cytoskeleton family,actin family and actin-related proteins,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured audit family match: Actin family
A0A0G2JDD4,A0A0G2JDD4_MOUSE,Sulf1,Sulfatase 1 (Fragment),7,898.08758,0.89808758,SULF1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMZ8,A0A1C7ZMZ8_MOUSE,Dedd,Death effector domain-containing (Fragment),8,902.12588,0.90212588,DEDD,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDA2,A0A0G2JDA2_MOUSE,Mis12,MIS12 kinetochore complex component (Fragment),8,913.0713799999999,0.9130713799999999,MIS12,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1L1STI2,A0A1L1STI2_MOUSE,Tgtp1,T cell specific GTPase 1 (Fragment),8,914.0002800000001,0.9140002800000001,TGTP1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDA0,A0A0G2JDA0_MOUSE,Tmc6,Transmembrane channel-like gene family 6 (Fragment),9,917.13138,0.91713138,TMC6,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMZ0,A0A1C7ZMZ0_MOUSE,Cln8,CLN8 transmembrane ER and ERGIC protein (Fragment),9,928.07108,0.92807108,CLN8,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JD99,A0A0G2JD99_MOUSE,Pfkp,"Phosphofructokinase, platelet (Fragment)",8,933.0286800000001,0.9330286800000002,PFKP,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0U1RQ76,A0A0U1RQ76_MOUSE,Sv2b,Synaptic vesicle glycoprotein 2b (Fragment),9,934.1389800000001,0.9341389800000001,SV2B,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMY9,A0A1C7ZMY9_MOUSE,Socs6,Suppressor of cytokine signaling 6 (Fragment),8,948.2322800000002,0.9482322800000001,SOCS6,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDA6,A0A0G2JDA6_MOUSE,Cox6c,Cytochrome c oxidase subunit 6C (Fragment),10,949.11788,0.94911788,COX6C,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured audit family match: Mitochondrial markers
A0A0G2JDC5,A0A0G2JDC5_MOUSE,Ccdc9,Coiled-coil domain containing 9 (Fragment),8,951.12078,0.95112078,CCDC9,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1L1SSL3,A0A1L1SSL3_MOUSE,Cdk17,Cyclin dependent kinase 17 (Fragment),10,954.00138,0.95400138,CDK17,,,False,cell-cycle signaling,cyclin-dependent kinases,True,Cell-cycle CDK/cyclin,cell-cycle family,cell-cycle proteins often used in signaling blots,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured signaling gene; check phospho/total controls and antibody validation; configured audit family match: Cell-cycle CDK/cyclin
A0A0G2JDA4,A0A0G2JDA4_MOUSE,Snap47,"Synaptosomal-associated protein, 47 (Fragment)",8,962.1066799999999,0.9621066799999999,SNAP47,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDD5,A0A0G2JDD5_MOUSE,Ighd6-4,Immunoglobulin heavy diversity 5-7 (Fragment),9,969.10868,0.9691086800000001,IGHD6-4,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZN01,A0A1C7ZN01_MOUSE,Slc4a2,"Solute carrier family 4 (anion exchanger), member 2 (Fragment)",9,972.13028,0.97213028,SLC4A2,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JGB4,A0A0G2JGB4_MOUSE,P2ry14,"Purinergic receptor P2Y, G-protein coupled, 14 (Fragment)",9,980.0142800000001,0.9800142800000001,P2RY14,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMZ3,A0A1C7ZMZ3_MOUSE,Dhx32,DEAH (Asp-Glu-Ala-His) box polypeptide 32 (Fragment),8,982.13478,0.98213478,DHX32,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1W2P798,A0A1W2P798_MOUSE,Plekhg3,"Pleckstrin homology domain containing, family G (with RhoGef domain) member 3 (Fragment)",9,983.15048,0.98315048,PLEKHG3,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
P38640,UF02_MOUSE,,Unknown protein from 2D-PAGE of fibroblasts (Fragment),9,992.06558,0.99206558,,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1L1ST54,A0A1L1ST54_MOUSE,Tmod2,Tropomodulin 2 (Fragment),9,1004.2554799999999,1.0042554799999999,TMOD2,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZN00,A0A1C7ZN00_MOUSE,Gfra1,Glial cell line derived neurotrophic factor family receptor alpha 1 (Fragment),8,1005.2397799999999,1.00523978,GFRA1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1B0GSY6,A0A1B0GSY6_MOUSE,Fbxo8,F-box protein 8 (Fragment),9,1017.21388,1.0172138800000001,FBXO8,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDD7,A0A0G2JDD7_MOUSE,Sema3b,"Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B (Fragment)",10,1020.22998,1.0202299799999999,SEMA3B,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDC7,A0A0G2JDC7_MOUSE,Cyth3,Cytohesin 3 (Fragment),9,1023.12298,1.02312298,CYTH3,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JEM9,A0A0G2JEM9_MOUSE,Dnajb4,DnaJ heat shock protein family (Hsp40) member B4 (Fragment),8,1026.17498,1.02617498,DNAJB4,,,False,,,False,Heat shock proteins,chaperone family,HSP family can overlap with marker/stress roles,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured audit family match: Heat shock proteins
A0A1W2P7B1,A0A1W2P7B1_MOUSE,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 (Fragment)",9,1051.27678,1.05127678,CITED2,,,False,,,False,Actin family,marker/cytoskeleton family,actin family and actin-related proteins,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured audit family match: Actin family
A0A1C7ZN07,A0A1C7ZN07_MOUSE,Phf21a,PHD finger protein 21A (Fragment),9,1062.20298,1.0622029800000001,PHF21A,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDA3,A0A0G2JDA3_MOUSE,Atosb,Atos homolog B (Fragment),9,1070.23168,1.07023168,ATOSB,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1L1SSW0,A0A1L1SSW0_MOUSE,Ifi47,Interferon gamma inducible protein 47 (Fragment),9,1071.2561799999999,1.0712561799999998,IFI47,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMY7,A0A1C7ZMY7_MOUSE,Tpm3,"Tropomyosin 3, gamma (Fragment)",9,1073.31898,1.07331898,TPM3,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
H3BJW7,H3BJW7_MOUSE,Arhgap39,Rho GTPase activating protein 39 (Fragment),9,1074.14518,1.07414518,ARHGAP39,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
P83853,VAM6L_MOUSE,,Vam6-like protein (Fragment),8,1075.18578,1.07518578,,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDA7,A0A0G2JDA7_MOUSE,Zfp62,Zinc finger protein 62 (Fragment),9,1082.14758,1.08214758,ZFP62,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
F7BER3,F7BER3_MOUSE,Ccnl1,Cyclin L1 (Fragment),11,1091.23208,1.09123208,CCNL1,,,False,cell-cycle signaling,cyclins and CCN family,True,Cell-cycle CDK/cyclin,cell-cycle family,cell-cycle proteins often used in signaling blots,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured signaling gene; check phospho/total controls and antibody validation; configured audit family match: Cell-cycle CDK/cyclin
A0A3B2W3M9,A0A3B2W3M9_MOUSE,Srsf3,Serine and arginine-rich splicing factor 3 (Fragment),11,1091.37158,1.09137158,SRSF3,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
D3YXP8,D3YXP8_MOUSE,Cbarp,"Calcium channel, voltage-dependent, beta subunit associated regulatory protein (Fragment)",11,1093.2783799999997,1.0932783799999997,CBARP,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1L1SUF7,A0A1L1SUF7_MOUSE,Hhatl,Hedgehog acyltransferase-like (Fragment),11,1101.32638,1.10132638,HHATL,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
P99032,ULAL_MOUSE,,Unknown protein from spot 2D-0014M9 of 2D-PAGE of liver tissue (Fragment),12,1104.0519800000002,1.1040519800000002,,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
P38643,UF05_MOUSE,,Unknown protein from 2D-PAGE of fibroblasts (Fragment),11,1107.26888,1.1072688800000001,,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMY6,A0A1C7ZMY6_MOUSE,Srd5a3,Steroid 5 alpha-reductase 3 (Fragment),10,1107.30828,1.10730828,SRD5A3,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1B0GSH0,A0A1B0GSH0_MOUSE,Lsp1,Lymphocyte specific 1 (Fragment),10,1107.3331799999999,1.10733318,LSP1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
E9Q7K0,E9Q7K0_MOUSE,Oxnad1,Oxidoreductase NAD-binding domain containing 1 (Fragment),11,1108.36418,1.1083641800000001,OXNAD1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZN09,A0A1C7ZN09_MOUSE,Snd1,Staphylococcal nuclease and tudor domain containing 1 (Fragment),10,1111.27808,1.11127808,SND1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDC6,A0A0G2JDC6_MOUSE,Mtf1,Metal response element binding transcription factor 1 (Fragment),10,1114.15168,1.11415168,MTF1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0N4SVW5,A0A0N4SVW5_MOUSE,Marchf8,Membrane associated ring-CH-type finger 8 (Fragment),10,1114.34298,1.11434298,MARCHF8,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDD3,A0A0G2JDD3_MOUSE,Rsrc2,Arginine/serine-rich coiled-coil 2 (Fragment),10,1115.21738,1.11521738,RSRC2,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JD97,A0A0G2JD97_MOUSE,Huwe1,"HECT, UBA and WWE domain containing 1 (Fragment)",9,1118.40338,1.11840338,HUWE1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JFU0,A0A0G2JFU0_MOUSE,Henmt1,HEN1 methyltransferase homolog 1 (Arabidopsis) (Fragment),10,1124.3071800000002,1.1243071800000002,HENMT1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMZ9,A0A1C7ZMZ9_MOUSE,Fbln2,Fibulin 2 (Fragment),10,1133.3275800000001,1.1333275800000002,FBLN2,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A140T8V7,A0A140T8V7_MOUSE,Snph,Syntaphilin (Fragment),10,1136.35268,1.13635268,SNPH,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1L1SU03,A0A1L1SU03_MOUSE,Zfp266,Zinc finger protein 266 (Fragment),11,1140.3628800000001,1.14036288,ZFP266,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMY5,A0A1C7ZMY5_MOUSE,Slc7a2,"Solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 (Fragment)",10,1150.4627799999998,1.1504627799999998,SLC7A2,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A140T8S8,A0A140T8S8_MOUSE,Vangl1,VANGL planar cell polarity 1 (Fragment),10,1153.18248,1.15318248,VANGL1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
D3Z770,D3Z770_MOUSE,Nhsl3,NHS like 3 (Fragment),11,1154.21108,1.15421108,NHSL3,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A2I3BQ96,A0A2I3BQ96_MOUSE,Zfp219,Zinc finger protein 219 (Fragment),10,1157.3965799999999,1.15739658,ZFP219,,,False,,,False,p53 pathway,tumor suppressor pathway,p53 and p21 related targets,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured audit family match: p53 pathway
E0CYB2,E0CYB2_MOUSE,Apbb2,Amyloid beta precursor protein binding family B member 2 (Fragment),12,1161.2922800000001,1.16129228,APBB2,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
B1B1D4,B1B1D4_MOUSE,Zfp40,Zinc finger protein 40 (Fragment),11,1166.37898,1.16637898,ZFP40,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A2I3BRU8,A0A2I3BRU8_MOUSE,Nrbp2,Nuclear receptor binding protein 2 (Fragment),14,1171.22918,1.17122918,NRBP2,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JFS3,A0A0G2JFS3_MOUSE,Iglj3p,Immunoglobulin lambda joining 3 pseudogene (Fragment),13,1172.25958,1.17225958,IGLJ3P,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDK4,A0A0G2JDK4_MOUSE,Ltf,Lactotransferrin (Fragment),12,1173.37808,1.17337808,LTF,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZN08,A0A1C7ZN08_MOUSE,Phf21a,PHD finger protein 21A (Fragment),10,1175.36238,1.17536238,PHF21A,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A1C7ZMZ1,A0A1C7ZMZ1_MOUSE,Kctd9,Potassium channel tetramerisation domain containing 9 (Fragment),10,1177.44508,1.17744508,KCTD9,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
G3UX77,G3UX77_MOUSE,Zfp57,Zinc finger protein 57 (Fragment),11,1190.33978,1.19033978,ZFP57,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
P83854,GPCR_MOUSE,,Putative G protein-coupled receptor (Fragment),10,1192.28078,1.1922807800000002,,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
B8JJE5,B8JJE5_MOUSE,Rreb1,Ras responsive element binding protein 1 (Fragment),12,1192.30618,1.19230618,RREB1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
E9PWK6,E9PWK6_MOUSE,Otoa,Otoancorin (Fragment),11,1192.4137799999999,1.1924137799999999,OTOA,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
A0A0G2JDC8,A0A0G2JDC8_MOUSE,Sncaip,"Synuclein, alpha interacting protein (synphilin) (Fragment)",10,1195.30638,1.19530638,SNCAIP,,,False,,,False,Actin family,marker/cytoskeleton family,actin family and actin-related proteins,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,configured audit family match: Actin family
D3YVS8,D3YVS8_MOUSE,Arap1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 (Fragment)",12,1197.3252799999998,1.1973252799999998,ARAP1,,,False,,,False,,,,0.0,2.0,0.0-2.0 kDa,332,1,6,6,35.1,elevated,standard full-blot and antibody-validation checks
