accession,entry_name,gene_primary,protein_name,length_aa,mass_da,mw_kda,gene_upper,marker_categories,marker_notes,is_marker,signaling_categories,signaling_notes,is_signaling_prefix,families,family_categories,family_notes,mw_bin_start_kda,mw_bin_end_kda,mw_bin_label,protein_count,marker_count,signaling_prefix_count,family_count,audit_burden_score,audit_priority,defensive_note
A0A075B6W4,A0A075B6W4_HUMAN,TRAJ46,T cell receptor alpha joining 46 (Fragment),21,2119.4520799999996,2.1194520799999994,TRAJ46,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A075B6V2,A0A075B6V2_HUMAN,TRAJ21,T cell receptor alpha joining 21 (Fragment),18,2124.4265799999994,2.1244265799999993,TRAJ21,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A075B6Z9,A0A075B6Z9_HUMAN,TRAJ24,T cell receptor alpha joining 24 (Fragment),21,2126.3533799999996,2.1263533799999994,TRAJ24,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A0C4DH63,A0A0C4DH63_HUMAN,TRGJP,T cell receptor gamma joining P (Fragment),20,2127.59858,2.12759858,TRGJP,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A075B6X3,A0A075B6X3_HUMAN,TRAJ32,T cell receptor alpha joining 32 (Fragment),22,2135.4476799999998,2.13544768,TRAJ32,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A075B6V0,A0A075B6V0_HUMAN,TRAJ16,T cell receptor alpha joining 16 (Fragment),20,2139.54078,2.13954078,TRAJ16,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A075B6U8,A0A075B6U8_HUMAN,TRAJ12,T cell receptor alpha joining 12 (Fragment),20,2140.5285799999997,2.14052858,TRAJ12,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0N4Z7,A0N4Z7_HUMAN,TRAJ10,T cell receptor alpha joining 10 (Fragment),21,2147.4995799999997,2.14749958,TRAJ10,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A075B6U7,A0A075B6U7_HUMAN,TRAJ23,T cell receptor alpha joining 23 (Fragment),21,2149.47458,2.14947458,TRAJ23,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0N4X5,A0N4X5_HUMAN,TRAJ34,T cell receptor alpha joining 34 (Fragment),19,2157.45398,2.1574539799999997,TRAJ34,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A8I5KYW3,A0A8I5KYW3_HUMAN,,Uncharacterized protein,18,2158.59228,2.1585922799999997,,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
A0A075B6V3,A0A075B6V3_HUMAN,TRAJ48,T cell receptor alpha joining 48 (Fragment),21,2166.46178,2.16646178,TRAJ48,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,108,0,0,1,6.15,routine,standard full-blot and antibody-validation checks
