mw_bin_label,bin_start_kda,bin_end_kda,protein_count,marker_count,signaling_prefix_count,family_count,families,marker_genes,signaling_genes,examples_audit_families,audit_burden_score,audit_priority
352.0-354.0 kDa,352.0,354.0,2,0,0,0,,,,"REV3L, WDFY4",0.1,routine
354.0-356.0 kDa,354.0,356.0,1,0,0,0,,,,SPEG,0.05,routine
356.0-358.0 kDa,356.0,358.0,2,0,0,0,,,,"DNAH12, CENPF",0.1,routine
358.0-360.0 kDa,358.0,360.0,3,0,0,0,,,,"CELSR3, RANBP2, MKI67",0.15,routine
360.0-362.0 kDa,360.0,362.0,3,0,0,0,,,,"VPS13A, CFAP47, CPLANE1",0.15,routine
362.0-364.0 kDa,362.0,364.0,2,0,0,0,,,,"APOLTP, UNC80",0.1,routine
366.0-368.0 kDa,366.0,368.0,1,0,0,1,Lamin family,,,LAMA3 [Lamin family],0.8,routine
368.0-370.0 kDa,368.0,370.0,1,0,0,0,,,,CDH23,0.05,routine
370.0-372.0 kDa,370.0,372.0,1,0,0,0,,,,DCHS2,0.05,routine
372.0-374.0 kDa,372.0,374.0,1,0,0,0,,,,VCAN,0.05,routine
376.0-378.0 kDa,376.0,378.0,1,0,0,0,,,,GOLGB1,0.05,routine
378.0-380.0 kDa,378.0,380.0,2,0,0,0,,,,"SZT2, PCNT",0.1,routine
380.0-382.0 kDa,380.0,382.0,1,0,0,0,,,,CSMD2,0.05,routine
382.0-384.0 kDa,382.0,384.0,1,0,0,1,Actin family,,,XIRP2 [Actin family],0.8,routine
384.0-386.0 kDa,384.0,386.0,1,0,0,0,,,,BRCA2,0.05,routine
388.0-390.0 kDa,388.0,390.0,2,0,1,1,NF-kB/Rel,,RELN,"RELN [NF-kB/Rel], CSMD1",2.35,routine
390.0-392.0 kDa,390.0,392.0,1,0,0,0,,,,SVEP1,0.05,routine
392.0-394.0 kDa,392.0,394.0,1,0,0,0,,,,ZFHX4,0.05,routine
394.0-396.0 kDa,394.0,396.0,3,0,0,0,,,,"UTRN, WDFY3, MYO15A",0.15,routine
398.0-400.0 kDa,398.0,400.0,3,0,0,1,Lamin family,,,"CUBN, LAMA5 [Lamin family], DNAH14",0.9,routine
402.0-404.0 kDa,402.0,404.0,1,0,0,1,Actin family,,,SPEN [Actin family],0.8,routine
404.0-406.0 kDa,404.0,406.0,3,0,0,0,,,,"USP34, ZFHX3, CSMD3",0.15,routine
408.0-410.0 kDa,408.0,410.0,1,0,0,0,,,,ASPM,0.05,routine
410.0-412.0 kDa,410.0,412.0,1,0,0,0,,,,SMG1,0.05,routine
412.0-414.0 kDa,412.0,414.0,1,0,0,0,,,,ZNF469,0.05,routine
416.0-418.0 kDa,416.0,418.0,2,0,0,0,,,,"BSN, SPTBN5",0.1,routine
422.0-424.0 kDa,422.0,424.0,1,0,0,0,,,,VPS13C,0.05,routine
426.0-428.0 kDa,426.0,428.0,1,0,0,0,,,,DMD,0.05,routine
428.0-430.0 kDa,428.0,430.0,1,0,0,0,,,,LYST,0.05,routine
430.0-432.0 kDa,430.0,432.0,1,0,0,1,Histone family,,,KMT2A [Histone family],0.8,routine
432.0-434.0 kDa,432.0,434.0,1,0,0,0,,,,ANK2,0.05,routine
434.0-436.0 kDa,434.0,436.0,2,0,0,0,,,,"FLG, NBPF10",0.1,routine
436.0-438.0 kDa,436.0,438.0,1,0,0,0,,,,TRRAP,0.05,routine
438.0-440.0 kDa,438.0,440.0,1,0,0,0,,,,HECTD4,0.05,routine
440.0-442.0 kDa,440.0,442.0,1,0,0,0,,,,NBPF19,0.05,routine
442.0-444.0 kDa,442.0,444.0,1,0,0,0,,,,FRAS1,0.05,routine
446.0-448.0 kDa,446.0,448.0,1,0,0,0,,,,PKHD1,0.05,routine
448.0-450.0 kDa,448.0,450.0,2,0,0,0,,,,"VPS13B, CMYA5",0.1,routine
450.0-452.0 kDa,450.0,452.0,1,0,0,0,,,,MUC17,0.05,routine
452.0-454.0 kDa,452.0,454.0,1,0,0,0,,,,AKAP9,0.05,routine
458.0-460.0 kDa,458.0,460.0,1,0,0,0,,,,TNXB,0.05,routine
460.0-462.0 kDa,460.0,462.0,2,0,0,0,,,,"ALMS1, DNAH7",0.1,routine
462.0-464.0 kDa,462.0,464.0,1,0,0,0,,,,PKD1,0.05,routine
464.0-466.0 kDa,464.0,466.0,1,0,0,0,,,,PKHD1L1,0.05,routine
468.0-470.0 kDa,468.0,470.0,2,0,1,1,Heat shock proteins,,PRKDC,"HSPG2 [Heat shock proteins], PRKDC",2.35,routine
470.0-472.0 kDa,470.0,472.0,1,0,0,0,,,,DNAH3,0.05,routine
474.0-476.0 kDa,474.0,476.0,1,0,0,0,,,,DNAH6,0.05,routine
478.0-480.0 kDa,478.0,480.0,1,0,0,0,,,,FAT2,0.05,routine
480.0-482.0 kDa,480.0,482.0,2,0,0,0,,,,"ANK3, HUWE1",0.1,routine
486.0-488.0 kDa,486.0,488.0,1,0,0,0,,,,DNAH1,0.05,routine
490.0-492.0 kDa,490.0,492.0,1,0,0,0,,,,VPS13D,0.05,routine
492.0-494.0 kDa,492.0,494.0,1,0,0,0,,,,DYNC2H1,0.05,routine
500.0-502.0 kDa,500.0,502.0,1,0,0,0,,,,FAT3,0.05,routine
504.0-506.0 kDa,504.0,506.0,1,0,0,0,,,,LRP1,0.05,routine
506.0-508.0 kDa,506.0,508.0,2,0,0,0,,,,"FAT1, DNAH2",0.1,routine
508.0-510.0 kDa,508.0,510.0,1,0,0,0,,,,DNAH17,0.05,routine
510.0-512.0 kDa,510.0,512.0,1,0,0,0,,,,DNAH9,0.05,routine
512.0-514.0 kDa,512.0,514.0,1,0,0,0,,,,MYCBP2,0.05,routine
514.0-516.0 kDa,514.0,516.0,4,0,0,0,,,,"DNAH8, DNAH10, LRP1B, APOB",0.2,routine
516.0-518.0 kDa,516.0,518.0,1,0,0,0,,,,STARD9,0.05,routine
520.0-522.0 kDa,520.0,522.0,3,0,0,0,,,,"DNAH11, SACS, LRP2",0.15,routine
526.0-528.0 kDa,526.0,528.0,1,0,0,0,,,,HERC2,0.05,routine
528.0-530.0 kDa,528.0,530.0,1,0,0,0,,,,DNAH5,0.05,routine
530.0-532.0 kDa,530.0,532.0,2,0,0,0,,,,"BIRC6, PLEC",0.1,routine
532.0-534.0 kDa,532.0,534.0,3,0,0,0,,,,"HERC1, DYNC1H1, DNHD1",0.15,routine
540.0-542.0 kDa,540.0,542.0,1,0,0,1,Histone family,,,KMT2C [Histone family],0.8,routine
542.0-544.0 kDa,542.0,544.0,2,0,0,0,,,,"MUC4, FAT4",0.1,routine
544.0-546.0 kDa,544.0,546.0,1,0,0,0,,,,HMCN2,0.05,routine
546.0-548.0 kDa,546.0,548.0,1,0,0,0,,,,SSPOP,0.05,routine
550.0-552.0 kDa,550.0,552.0,1,0,0,0,,,,MUC2,0.05,routine
552.0-554.0 kDa,552.0,554.0,1,0,0,0,,,,RYR3,0.05,routine
554.0-556.0 kDa,554.0,556.0,2,0,0,0,,,,"BLTP1, EPPK1",0.1,routine
558.0-560.0 kDa,558.0,560.0,1,0,0,0,,,,MUC12,0.05,routine
560.0-562.0 kDa,560.0,562.0,1,0,0,0,,,,PCLO,0.05,routine
564.0-566.0 kDa,564.0,566.0,2,0,0,0,,,,"RYR2, RYR1",0.1,routine
572.0-574.0 kDa,572.0,574.0,2,0,0,0,,,,"FCGBP, UBR4",0.1,routine
574.0-576.0 kDa,574.0,576.0,2,0,0,0,,,,"USH2A, HYDIN",0.1,routine
576.0-578.0 kDa,576.0,578.0,1,0,0,0,,,,ABCA13,0.05,routine
584.0-586.0 kDa,584.0,586.0,1,0,0,0,,,,MUC5AC,0.05,routine
590.0-592.0 kDa,590.0,592.0,1,0,0,0,,,,RNF213,0.05,routine
592.0-594.0 kDa,592.0,594.0,1,0,0,1,Histone family,,,KMT2D [Histone family],0.8,routine
594.0-596.0 kDa,594.0,596.0,1,0,0,0,,,,NBPF20,0.05,routine
596.0-598.0 kDa,596.0,598.0,1,0,0,0,,,,MUC5B,0.05,routine
612.0-614.0 kDa,612.0,614.0,1,0,0,0,,,,HMCN1,0.05,routine
616.0-618.0 kDa,616.0,618.0,1,0,0,0,,,,AHNAK2,0.05,routine
628.0-630.0 kDa,628.0,630.0,1,0,0,0,,,,AHNAK,0.05,routine
632.0-634.0 kDa,632.0,634.0,1,0,0,0,,,,MDN1,0.05,routine
692.0-694.0 kDa,692.0,694.0,1,0,0,0,,,,ADGRV1,0.05,routine
780.0-782.0 kDa,780.0,782.0,1,0,0,1,Actin family,,,FSIP2 [Actin family],0.8,routine
796.0-798.0 kDa,796.0,798.0,1,0,0,0,,,,SYNE2,0.05,routine
800.0-802.0 kDa,800.0,802.0,1,0,0,0,,,,LRTM3,0.05,routine
804.0-806.0 kDa,804.0,806.0,1,0,0,0,,,,MUC19,0.05,routine
838.0-840.0 kDa,838.0,840.0,1,0,0,1,Actin family,,,MACF1 [Actin family],0.8,routine
860.0-862.0 kDa,860.0,862.0,1,0,0,0,,,,DST,0.05,routine
868.0-870.0 kDa,868.0,870.0,1,0,0,0,,,,OBSCN,0.05,routine
986.0-988.0 kDa,986.0,988.0,1,0,0,0,,,,NEB,0.05,routine
1010.0-1012.0 kDa,1010.0,1012.0,1,0,0,0,,,,SYNE1,0.05,routine
1396.0-1398.0 kDa,1396.0,1398.0,1,0,0,0,,,,MUC3B,0.05,routine
1518.0-1520.0 kDa,1518.0,1520.0,1,0,0,0,,,,MUC16,0.05,routine
3816.0-3818.0 kDa,3816.0,3818.0,1,0,0,0,,,,TTN,0.05,routine
